return_id,order_id,customer_id,product_id,return_date,days_to_return,quantity_returned,return_reason,return_channel,refund_amount,return_disposition
RET004205,ORD0046651,C00455,P0120,2024-09-19,7,8,Not as described,Online Portal,1041.52,Refurbish / re-grade
RET004206,ORD0046703,C00468,P0037,2024-11-12,60,15,Wrong size / fit,Online Portal,5391.3,Resaleable — return to stock
RET004207,ORD0046706,C00531,P0040,2024-10-13,30,7,Gift return,In-Store,610.89,Resaleable — return to stock
RET004208,ORD0046709,C00693,P0043,2024-10-04,21,21,Wrong size / fit,Online Portal,5924.73,Dispose / write-off
RET004209,ORD0046741,C00109,P0075,2024-09-27,14,20,Wrong size / fit,In-Store,3006.8,Refurbish / re-grade
RET004210,ORD0046742,C00943,P0076,2024-09-27,14,9,Changed mind,In-Store,631.26,Resaleable — return to stock
RET004211,ORD0046745,C01314,P0079,2024-09-27,14,17,Not as described,Online Portal,716.12,Resaleable — return to stock
RET004212,ORD0046747,C00980,P0081,2024-09-20,7,26,Better price found,Online Portal,2413.06,Refurbish / re-grade
RET004213,ORD0046754,C01751,P0088,2024-09-27,14,27,Changed mind,Online Portal,4888.62,Resaleable — return to stock
RET004214,ORD0046755,C01599,P0089,2024-10-13,30,8,Product defective,Carrier Pickup,1152.96,Refurbish / re-grade
RET004215,ORD0046809,C00382,P0009,2024-09-21,7,4,Not as described,Online Portal,4559.08,Resaleable — return to stock
RET004216,ORD0046813,C00301,P0013,2024-09-21,7,8,Wrong size / fit,In-Store,9834.72,Dispose / write-off
RET004217,ORD0046833,C00543,P0033,2024-10-05,21,15,Not as described,In-Store,4382.25,Return to vendor
RET004218,ORD0046840,C01755,P0040,2024-10-05,21,29,Product defective,In-Store,2530.83,Dispose / write-off
RET004219,ORD0046846,C01334,P0046,2024-09-28,14,11,Wrong size / fit,In-Store,3254.02,Resaleable — return to stock
RET004220,ORD0046866,C00926,P0066,2024-10-05,21,121,Changed mind,Online Portal,30550.08,Return to vendor
RET004221,ORD0046867,C00463,P0067,2024-09-21,7,7,Not as described,In-Store,1329.58,Resaleable — return to stock
RET004222,ORD0046868,C00980,P0068,2024-10-05,21,46,Better price found,Carrier Pickup,9286.94,Refurbish / re-grade
RET004223,ORD0046872,C01593,P0072,2024-09-21,7,34,Better price found,Online Portal,8351.08,Resaleable — return to stock
RET004224,ORD0046873,C01004,P0073,2024-09-28,14,13,Better price found,Online Portal,1853.93,Resaleable — return to stock
RET004225,ORD0046879,C01064,P0079,2024-09-28,14,27,Product defective,Online Portal,1137.37,Resaleable — return to stock
RET004226,ORD0046933,C01651,P0133,2024-09-28,14,8,Wrong size / fit,Online Portal,1249.2,Refurbish / re-grade
RET004227,ORD0046940,C00299,P0005,2024-09-29,14,22,Product defective,Online Portal,4861.66,Resaleable — return to stock
RET004228,ORD0046966,C00256,P0031,2024-09-29,14,25,Changed mind,Online Portal,6570.75,Refurbish / re-grade
RET004229,ORD0046968,C00406,P0033,2024-11-14,60,27,Not as described,Online Portal,7888.05,Dispose / write-off
RET004230,ORD0046973,C01643,P0038,2024-09-29,14,5,Duplicate order,Online Portal,1511.0,Resaleable — return to stock
RET004231,ORD0046987,C01587,P0054,2024-09-22,7,4,Not as described,Online Portal,1298.52,Resaleable — return to stock
RET004232,ORD0046994,C01640,P0061,2024-10-06,21,7,Product defective,Online Portal,905.31,Refurbish / re-grade
RET004233,ORD0046995,C00957,P0062,2024-09-22,7,23,Product defective,Online Portal,1426.69,Refurbish / re-grade
RET004234,ORD0046996,C00755,P0063,2024-09-22,7,8,Not as described,Online Portal,322.24,Dispose / write-off
RET004235,ORD0047036,C01720,P0103,2024-11-14,60,16,Wrong size / fit,Online Portal,892.48,Resaleable — return to stock
RET004236,ORD0047043,C00177,P0110,2024-10-06,21,14,Changed mind,In-Store,491.54,Return to vendor
RET004237,ORD0047054,C00181,P0121,2024-10-15,30,12,Not as described,In-Store,481.08,Refurbish / re-grade
RET004238,ORD0047056,C00226,P0123,2024-09-29,14,23,Changed mind,Online Portal,772.57,Return to vendor
RET004239,ORD0047073,C00032,P0005,2024-10-31,45,4,Duplicate order,Online Portal,883.94,Resaleable — return to stock
RET004240,ORD0047138,C00101,P0071,2024-10-16,30,30,Better price found,Carrier Pickup,6320.4,Resaleable — return to stock
RET004241,ORD0047147,C00440,P0080,2024-09-23,7,13,Damaged in transit,Carrier Pickup,2555.67,Refurbish / re-grade
RET004242,ORD0047151,C00491,P0084,2024-09-23,7,10,Gift return,Online Portal,2030.6,Return to vendor
RET004243,ORD0047163,C00261,P0096,2024-10-07,21,94,Not as described,Online Portal,5567.62,Resaleable — return to stock
RET004244,ORD0047164,C01675,P0097,2024-09-30,14,25,Not as described,Online Portal,1187.5,Resaleable — return to stock
RET004245,ORD0047183,C00553,P0116,2024-10-16,30,5,Damaged in transit,In-Store,2974.75,Resaleable — return to stock
RET004246,ORD0047186,C00672,P0119,2024-10-07,21,9,Changed mind,Online Portal,2834.28,Refurbish / re-grade
RET004247,ORD0047190,C01697,P0124,2024-09-23,7,44,Wrong size / fit,Online Portal,19967.2,Resaleable — return to stock
RET004248,ORD0047191,C01096,P0125,2024-09-23,7,9,Product defective,Online Portal,4858.2,Refurbish / re-grade
RET004249,ORD0047206,C01992,P0005,2024-10-01,14,10,Product defective,Online Portal,2209.84,Return to vendor
RET004250,ORD0047212,C00008,P0012,2024-11-01,45,4,Damaged in transit,Online Portal,5103.72,Refurbish / re-grade
RET004251,ORD0047219,C01846,P0019,2024-09-24,7,28,Not as described,In-Store,26941.6,Refurbish / re-grade
RET004252,ORD0047227,C00234,P0027,2024-10-01,14,2,Wrong size / fit,Carrier Pickup,2424.78,Resaleable — return to stock
RET004253,ORD0047229,C01079,P0029,2024-10-01,14,19,Gift return,In-Store,2769.63,Refurbish / re-grade
RET004254,ORD0047241,C00418,P0041,2024-10-17,30,30,Changed mind,Carrier Pickup,1123.2,Dispose / write-off
RET004255,ORD0047261,C00875,P0061,2024-10-17,30,17,Product defective,Online Portal,2198.61,Refurbish / re-grade
RET004256,ORD0047274,C01821,P0074,2024-10-08,21,5,Changed mind,Online Portal,892.3,Resaleable — return to stock
RET004257,ORD0047281,C00568,P0081,2024-09-24,7,7,Gift return,Online Portal,649.67,Refurbish / re-grade
RET004258,ORD0047284,C00400,P0084,2024-10-01,14,1,Changed mind,Online Portal,203.06,Resaleable — return to stock
RET004259,ORD0047286,C01748,P0086,2024-10-01,14,3,Damaged in transit,Online Portal,548.91,Refurbish / re-grade
RET004260,ORD0047304,C01849,P0104,2024-10-01,14,51,Duplicate order,In-Store,4871.52,Resaleable — return to stock
RET004261,ORD0047309,C01072,P0109,2024-09-24,7,47,Product defective,Online Portal,3236.89,Resaleable — return to stock
RET004262,ORD0047325,C01890,P0125,2024-10-17,30,26,Product defective,Carrier Pickup,14034.8,Refurbish / re-grade
RET004263,ORD0047328,C00959,P0129,2024-09-24,7,4,Changed mind,In-Store,1473.12,Refurbish / re-grade
RET004264,ORD0047345,C01843,P0011,2024-10-02,14,10,Changed mind,Online Portal,6059.05,Refurbish / re-grade
RET004265,ORD0047348,C00011,P0014,2024-09-25,7,6,Duplicate order,In-Store,2282.64,Refurbish / re-grade
RET004266,ORD0047349,C00155,P0015,2024-10-02,14,5,Damaged in transit,Online Portal,6301.05,Resaleable — return to stock
RET004267,ORD0047356,C01853,P0022,2024-10-02,14,12,Wrong size / fit,Online Portal,15529.2,Resaleable — return to stock
RET004268,ORD0047359,C00770,P0025,2024-11-17,60,18,Better price found,Carrier Pickup,20918.34,Dispose / write-off
RET004269,ORD0047375,C00453,P0041,2024-10-18,30,25,Damaged in transit,In-Store,936.0,Resaleable — return to stock
RET004270,ORD0047383,C00300,P0049,2024-10-02,14,29,Product defective,Online Portal,4965.09,Resaleable — return to stock
RET004271,ORD0047392,C00751,P0058,2024-10-02,14,6,Damaged in transit,Carrier Pickup,184.8,Refurbish / re-grade
RET004272,ORD0047394,C01642,P0060,2024-09-25,7,11,Better price found,Online Portal,2736.03,Resaleable — return to stock
RET004273,ORD0047397,C00643,P0063,2024-11-02,45,8,Changed mind,Online Portal,322.24,Return to vendor
RET004274,ORD0047400,C01031,P0066,2024-10-18,30,25,Changed mind,In-Store,6312.0,Resaleable — return to stock
RET004275,ORD0047401,C00748,P0067,2024-10-02,14,8,Wrong size / fit,Online Portal,1519.52,Refurbish / re-grade
RET004276,ORD0047411,C00221,P0077,2024-09-25,7,3,Duplicate order,In-Store,454.23,Resaleable — return to stock
RET004277,ORD0047422,C01159,P0088,2024-11-02,45,17,Product defective,Online Portal,3078.02,Dispose / write-off
RET004278,ORD0047431,C01766,P0097,2024-09-25,7,33,Better price found,Online Portal,1567.5,Refurbish / re-grade
RET004279,ORD0047439,C01405,P0106,2024-09-25,7,71,Better price found,Online Portal,3779.98,Dispose / write-off
RET004280,ORD0047464,C00599,P0132,2024-11-02,45,13,Duplicate order,Carrier Pickup,4563.39,Resaleable — return to stock
RET004281,ORD0047474,C00276,P0007,2024-10-03,14,1,Damaged in transit,Online Portal,1205.56,Resaleable — return to stock
RET004282,ORD0047484,C00717,P0017,2024-09-26,7,20,Better price found,In-Store,8703.0,Resaleable — return to stock
RET004283,ORD0047492,C00113,P0026,2024-10-10,21,6,Better price found,Online Portal,6372.0,Return to vendor
RET004284,ORD0047499,C01193,P0033,2024-10-03,14,9,Gift return,Online Portal,2629.35,Resaleable — return to stock
RET004285,ORD0047507,C00631,P0041,2024-10-10,21,5,Wrong size / fit,Online Portal,187.2,Dispose / write-off
RET004286,ORD0047522,C00802,P0056,2024-10-19,30,8,Damaged in transit,Online Portal,2353.84,Dispose / write-off
RET004287,ORD0047532,C01781,P0066,2024-11-03,45,44,Wrong size / fit,Online Portal,11109.12,Resaleable — return to stock
RET004288,ORD0047533,C00335,P0067,2024-10-03,14,9,Damaged in transit,Online Portal,1709.46,Refurbish / re-grade
RET004289,ORD0047536,C00875,P0070,2024-10-19,30,6,Product defective,In-Store,731.76,Refurbish / re-grade
RET004290,ORD0047539,C00479,P0073,2024-09-26,7,34,Wrong size / fit,In-Store,4848.74,Dispose / write-off
RET004291,ORD0047550,C00046,P0084,2024-10-03,14,4,Better price found,Online Portal,812.24,Resaleable — return to stock
RET004292,ORD0047570,C00974,P0104,2024-09-26,7,58,Better price found,In-Store,5540.16,Resaleable — return to stock
RET004293,ORD0047582,C01261,P0116,2024-10-10,21,18,Wrong size / fit,Online Portal,10709.1,Dispose / write-off
RET004294,ORD0047586,C00345,P0120,2024-10-03,14,11,Better price found,Carrier Pickup,1432.09,Resaleable — return to stock
RET004295,ORD0047587,C00716,P0121,2024-10-03,14,1,Wrong size / fit,In-Store,40.09,Resaleable — return to stock
RET004296,ORD0047602,C00245,P0002,2024-09-27,7,3,Product defective,Online Portal,3501.45,Resaleable — return to stock
RET004297,ORD0047618,C01186,P0018,2024-10-11,21,12,Changed mind,In-Store,3748.32,Refurbish / re-grade
RET004298,ORD0047621,C00483,P0021,2024-10-20,30,6,Better price found,In-Store,7574.46,Refurbish / re-grade
RET004299,ORD0047644,C01748,P0045,2024-09-27,7,80,Changed mind,In-Store,27648.0,Resaleable — return to stock
RET004300,ORD0047645,C00632,P0046,2024-10-04,14,15,Not as described,Online Portal,4437.3,Return to vendor
RET004301,ORD0047668,C00189,P0069,2024-09-27,7,2,Duplicate order,Online Portal,260.22,Resaleable — return to stock
RET004302,ORD0047673,C00490,P0074,2024-10-11,21,20,Not as described,Online Portal,3569.2,Resaleable — return to stock
RET004303,ORD0047679,C01282,P0080,2024-10-04,14,2,Not as described,In-Store,393.18,Refurbish / re-grade
RET004304,ORD0047688,C01010,P0089,2024-10-11,21,40,Not as described,Online Portal,5764.8,Resaleable — return to stock
RET004305,ORD0047690,C00627,P0091,2024-10-20,30,40,Not as described,In-Store,2076.0,Resaleable — return to stock
RET004306,ORD0047693,C00351,P0094,2024-10-11,21,11,Duplicate order,Online Portal,857.67,Resaleable — return to stock
RET004307,ORD0047711,C00618,P0112,2024-10-04,14,2,Wrong size / fit,Online Portal,158.1,Resaleable — return to stock
RET004308,ORD0047714,C01652,P0115,2024-10-20,30,74,Product defective,Online Portal,7311.94,Resaleable — return to stock
RET004309,ORD0047716,C01803,P0117,2024-11-04,45,32,Changed mind,Online Portal,12608.42,Refurbish / re-grade
RET004310,ORD0047725,C01748,P0126,2024-10-11,21,4,Changed mind,In-Store,1149.2,Resaleable — return to stock
RET004311,ORD0047741,C00324,P0007,2024-10-05,14,4,Wrong size / fit,Online Portal,4822.24,Dispose / write-off
RET004312,ORD0047743,C00738,P0009,2024-11-20,60,24,Gift return,Online Portal,27354.48,Refurbish / re-grade
RET004313,ORD0047744,C00837,P0010,2024-10-21,30,9,Damaged in transit,In-Store,8583.12,Dispose / write-off
RET004314,ORD0047748,C00968,P0014,2024-10-12,21,8,Not as described,In-Store,3043.52,Resaleable — return to stock
RET004315,ORD0047770,C01378,P0036,2024-09-28,7,6,Wrong size / fit,Online Portal,2145.0,Dispose / write-off
RET004316,ORD0047806,C00406,P0072,2024-11-20,60,4,Better price found,Online Portal,982.48,Resaleable — return to stock
RET004317,ORD0047812,C00165,P0078,2024-10-21,30,36,Wrong size / fit,Online Portal,2177.28,Dispose / write-off
RET004318,ORD0047820,C01365,P0086,2024-09-28,7,16,Better price found,Online Portal,1709.67,Resaleable — return to stock
RET004319,ORD0047842,C00096,P0108,2024-10-12,21,43,Better price found,In-Store,2968.72,Resaleable — return to stock
RET004320,ORD0047849,C00940,P0115,2024-10-21,30,14,Not as described,Carrier Pickup,1383.34,Dispose / write-off
RET004321,ORD0047865,C00778,P0132,2024-10-12,21,14,Changed mind,Online Portal,4914.42,Return to vendor
RET004322,ORD0047866,C00751,P0133,2024-10-12,21,11,Changed mind,In-Store,1717.65,Resaleable — return to stock
RET004323,ORD0047922,C00739,P0054,2024-10-22,30,11,Duplicate order,Online Portal,3570.93,Resaleable — return to stock
RET004324,ORD0047927,C00813,P0059,2024-10-13,21,101,Gift return,Online Portal,24206.67,Resaleable — return to stock
RET004325,ORD0047929,C00128,P0061,2024-10-22,30,50,Duplicate order,Online Portal,5593.52,Return to vendor
RET004326,ORD0047946,C00960,P0078,2024-10-13,21,23,Wrong size / fit,In-Store,1391.04,Dispose / write-off
RET004327,ORD0047954,C00277,P0086,2024-10-13,21,41,Changed mind,Online Portal,4381.03,Resaleable — return to stock
RET004328,ORD0047960,C01721,P0092,2024-10-22,30,65,Damaged in transit,In-Store,2452.45,Resaleable — return to stock
RET004329,ORD0047985,C01798,P0117,2024-10-06,14,9,Damaged in transit,Online Portal,3546.12,Refurbish / re-grade
RET004330,ORD0048001,C01540,P0133,2024-09-29,7,8,Duplicate order,Online Portal,1249.2,Resaleable — return to stock
RET004331,ORD0048018,C00350,P0016,2024-10-07,14,2,Not as described,Online Portal,2035.12,Resaleable — return to stock
RET004332,ORD0048031,C01614,P0029,2024-10-14,21,10,Gift return,Online Portal,1457.7,Resaleable — return to stock
RET004333,ORD0048038,C00505,P0036,2024-09-30,7,7,Product defective,Online Portal,2502.5,Refurbish / re-grade
RET004334,ORD0048053,C00322,P0051,2024-11-07,45,6,Damaged in transit,Online Portal,1764.78,Resaleable — return to stock
RET004335,ORD0048057,C01792,P0055,2024-11-22,60,8,Changed mind,In-Store,1662.08,Resaleable — return to stock
RET004336,ORD0048067,C01032,P0065,2024-10-14,21,64,Not as described,In-Store,13566.72,Dispose / write-off
RET004337,ORD0048090,C00522,P0088,2024-10-23,30,17,Changed mind,Online Portal,2702.5,Refurbish / re-grade
RET004338,ORD0048092,C00289,P0090,2024-10-23,30,13,Not as described,Carrier Pickup,1392.95,Resaleable — return to stock
RET004339,ORD0048095,C00238,P0093,2024-10-07,14,19,Damaged in transit,In-Store,456.0,Dispose / write-off
RET004340,ORD0048117,C00676,P0115,2024-10-14,21,27,Changed mind,In-Store,2667.87,Resaleable — return to stock
RET004341,ORD0048129,C01172,P0128,2024-11-07,45,4,Not as described,Online Portal,2573.8,Dispose / write-off
RET004342,ORD0048146,C00931,P0010,2024-10-08,14,3,Product defective,Online Portal,2861.04,Resaleable — return to stock
RET004343,ORD0048156,C01619,P0020,2024-10-08,14,4,Better price found,Online Portal,551.88,Dispose / write-off
RET004344,ORD0048157,C00414,P0021,2024-10-24,30,7,Product defective,In-Store,8836.87,Return to vendor
RET004345,ORD0048164,C00344,P0028,2024-10-15,21,8,Wrong size / fit,In-Store,6865.2,Resaleable — return to stock
RET004346,ORD0048182,C00324,P0046,2024-10-24,30,8,Wrong size / fit,Online Portal,2366.56,Return to vendor
RET004347,ORD0048184,C00768,P0048,2024-11-08,45,13,Changed mind,Online Portal,2260.7,Resaleable — return to stock
RET004348,ORD0048186,C00218,P0050,2024-10-15,21,20,Damaged in transit,In-Store,1213.8,Resaleable — return to stock
RET004349,ORD0048193,C01665,P0057,2024-10-01,7,32,Gift return,Online Portal,3172.8,Refurbish / re-grade
RET004350,ORD0048209,C00860,P0073,2024-10-15,21,56,Not as described,Online Portal,6349.0,Resaleable — return to stock
RET004351,ORD0048211,C00631,P0075,2024-10-15,21,23,Wrong size / fit,In-Store,3457.82,Resaleable — return to stock
RET004352,ORD0048212,C00951,P0076,2024-11-08,45,27,Not as described,Online Portal,1893.78,Return to vendor
RET004353,ORD0048243,C01277,P0107,2024-11-08,45,34,Better price found,Online Portal,1871.7,Refurbish / re-grade
RET004354,ORD0048244,C00637,P0108,2024-10-08,14,42,Product defective,Carrier Pickup,2899.68,Resaleable — return to stock
RET004355,ORD0048256,C00770,P0120,2024-10-08,14,9,Wrong size / fit,In-Store,1171.71,Return to vendor
RET004356,ORD0048261,C00979,P0125,2024-10-08,14,19,Better price found,In-Store,10256.2,Return to vendor
RET004357,ORD0048267,C00480,P0131,2024-10-15,21,1,Damaged in transit,Carrier Pickup,551.21,Dispose / write-off
RET004358,ORD0048290,C00543,P0019,2024-10-02,7,8,Changed mind,Online Portal,7697.6,Dispose / write-off
RET004359,ORD0048303,C01740,P0032,2024-10-16,21,19,Damaged in transit,Online Portal,1087.37,Refurbish / re-grade
RET004360,ORD0048306,C01820,P0035,2024-10-02,7,4,Gift return,Online Portal,98.2,Resaleable — return to stock
RET004361,ORD0048323,C01742,P0052,2024-10-09,14,27,Not as described,In-Store,5299.83,Resaleable — return to stock
RET004362,ORD0048330,C00135,P0059,2024-11-09,45,9,Not as described,In-Store,2157.03,Resaleable — return to stock
RET004363,ORD0048331,C00555,P0060,2024-10-16,21,42,Product defective,In-Store,10446.66,Refurbish / re-grade
RET004364,ORD0048333,C00569,P0062,2024-11-09,45,6,Not as described,In-Store,330.5,Resaleable — return to stock
RET004365,ORD0048337,C01151,P0066,2024-10-09,14,18,Product defective,Carrier Pickup,3967.47,Resaleable — return to stock
RET004366,ORD0048344,C01845,P0073,2024-10-02,7,4,Changed mind,In-Store,453.5,Dispose / write-off
RET004367,ORD0048351,C00527,P0080,2024-10-16,21,5,Duplicate order,Online Portal,982.95,Refurbish / re-grade
RET004368,ORD0048353,C01393,P0082,2024-10-02,7,20,Changed mind,Carrier Pickup,2026.8,Resaleable — return to stock
RET004369,ORD0048354,C00942,P0083,2024-10-09,14,23,Damaged in transit,Online Portal,2266.42,Resaleable — return to stock
RET004370,ORD0048359,C01153,P0088,2024-10-16,21,57,Duplicate order,Online Portal,9061.33,Resaleable — return to stock
RET004371,ORD0048360,C00349,P0089,2024-10-09,14,15,Changed mind,Online Portal,2161.8,Resaleable — return to stock
RET004372,ORD0048376,C00351,P0105,2024-10-25,30,13,Damaged in transit,In-Store,596.05,Dispose / write-off
RET004373,ORD0048386,C00778,P0115,2024-10-16,21,22,Not as described,Online Portal,2173.82,Resaleable — return to stock
RET004374,ORD0048409,C00376,P0004,2024-10-03,7,18,Better price found,In-Store,8548.43,Resaleable — return to stock
RET004375,ORD0048412,C01679,P0007,2024-10-03,7,6,Damaged in transit,Online Portal,7233.36,Refurbish / re-grade
RET004376,ORD0048432,C00582,P0028,2024-10-03,7,2,Gift return,Online Portal,1716.3,Return to vendor
RET004377,ORD0048438,C01832,P0034,2024-10-26,30,29,Gift return,Carrier Pickup,8173.73,Resaleable — return to stock
RET004378,ORD0048447,C01621,P0043,2024-11-10,45,9,Duplicate order,Online Portal,2539.17,Refurbish / re-grade
RET004379,ORD0048453,C00815,P0049,2024-10-03,7,19,Not as described,In-Store,3252.99,Refurbish / re-grade
RET004380,ORD0048460,C00820,P0056,2024-11-10,45,41,Damaged in transit,Online Portal,12063.43,Resaleable — return to stock
RET004381,ORD0048471,C00171,P0067,2024-10-10,14,23,Wrong size / fit,Online Portal,3582.27,Refurbish / re-grade
RET004382,ORD0048479,C00408,P0075,2024-10-17,21,12,Product defective,Online Portal,1804.08,Resaleable — return to stock
RET004383,ORD0048482,C00373,P0078,2024-10-26,30,50,Gift return,Online Portal,3024.0,Dispose / write-off
RET004384,ORD0048487,C01333,P0083,2024-10-17,21,79,Gift return,Online Portal,7784.66,Refurbish / re-grade
RET004385,ORD0048493,C00538,P0089,2024-10-26,30,10,Damaged in transit,Online Portal,1441.2,Resaleable — return to stock
RET004386,ORD0048519,C01081,P0115,2024-10-03,7,44,Not as described,Online Portal,4347.64,Resaleable — return to stock
RET004387,ORD0048520,C00434,P0116,2024-10-03,7,16,Better price found,Online Portal,9519.2,Resaleable — return to stock
RET004388,ORD0048536,C00384,P0132,2024-10-10,14,20,Product defective,Carrier Pickup,7020.6,Refurbish / re-grade
RET004389,ORD0048570,C01077,P0033,2024-10-18,21,24,Damaged in transit,Online Portal,7011.6,Resaleable — return to stock
RET004390,ORD0048576,C01628,P0039,2024-10-27,30,6,Changed mind,Online Portal,89.04,Refurbish / re-grade
RET004391,ORD0048578,C00475,P0041,2024-10-27,30,15,Product defective,In-Store,561.6,Refurbish / re-grade
RET004392,ORD0048581,C00825,P0044,2024-11-26,60,16,Changed mind,In-Store,1752.0,Refurbish / re-grade
RET004393,ORD0048583,C00747,P0046,2024-11-11,45,24,Not as described,In-Store,7099.68,Resaleable — return to stock
RET004394,ORD0048603,C00030,P0066,2024-10-18,21,63,Damaged in transit,Online Portal,13886.15,Resaleable — return to stock
RET004395,ORD0048614,C01159,P0077,2024-10-04,7,10,Not as described,Online Portal,1514.1,Resaleable — return to stock
RET004396,ORD0048615,C01806,P0078,2024-10-18,21,101,Damaged in transit,Online Portal,6108.48,Resaleable — return to stock
RET004397,ORD0048620,C01618,P0083,2024-10-04,7,48,Product defective,In-Store,4729.92,Resaleable — return to stock
RET004398,ORD0048647,C00399,P0110,2024-10-27,30,56,Wrong size / fit,Online Portal,1966.16,Resaleable — return to stock
RET004399,ORD0048666,C01624,P0129,2024-10-11,14,16,Better price found,In-Store,5892.48,Resaleable — return to stock
RET004400,ORD0048668,C00350,P0131,2024-10-04,7,22,Damaged in transit,Online Portal,12126.62,Resaleable — return to stock
RET004401,ORD0048674,C01747,P0002,2024-10-05,7,2,Changed mind,Online Portal,2334.3,Resaleable — return to stock
RET004402,ORD0048682,C01079,P0011,2024-11-12,45,46,Wrong size / fit,Carrier Pickup,34926.88,Return to vendor
RET004403,ORD0048696,C01612,P0026,2024-10-19,21,14,Product defective,In-Store,14868.0,Refurbish / re-grade
RET004404,ORD0048710,C01103,P0041,2024-10-05,7,44,Better price found,Carrier Pickup,1647.36,Resaleable — return to stock
RET004405,ORD0048721,C00618,P0052,2024-10-12,14,60,Product defective,Online Portal,11777.4,Resaleable — return to stock
RET004406,ORD0048724,C00609,P0055,2024-10-12,14,28,Product defective,In-Store,5817.28,Refurbish / re-grade
RET004407,ORD0048743,C00280,P0074,2024-10-19,21,33,Changed mind,Carrier Pickup,5889.18,Resaleable — return to stock
RET004408,ORD0048748,C01239,P0079,2024-10-28,30,19,Damaged in transit,Carrier Pickup,878.56,Resaleable — return to stock
RET004409,ORD0048755,C00772,P0086,2024-10-12,14,16,Duplicate order,Online Portal,2927.52,Dispose / write-off
RET004410,ORD0048757,C00331,P0088,2024-10-05,7,31,Duplicate order,Online Portal,5612.86,Refurbish / re-grade
RET004411,ORD0048759,C00920,P0090,2024-10-28,30,11,Damaged in transit,Online Portal,1178.65,Resaleable — return to stock
RET004412,ORD0048765,C00055,P0096,2024-10-05,7,1,Not as described,Carrier Pickup,51.89,Resaleable — return to stock
RET004413,ORD0048766,C01732,P0097,2024-10-12,14,29,Product defective,In-Store,1377.5,Resaleable — return to stock
RET004414,ORD0048771,C00179,P0102,2024-10-05,7,96,Damaged in transit,In-Store,2057.28,Resaleable — return to stock
RET004415,ORD0048780,C00933,P0111,2024-10-19,21,14,Wrong size / fit,Online Portal,633.5,Resaleable — return to stock
RET004416,ORD0048800,C00656,P0131,2024-10-12,14,20,Duplicate order,Online Portal,11024.2,Resaleable — return to stock
RET004417,ORD0048801,C01817,P0132,2024-10-12,14,20,Better price found,In-Store,7020.6,Resaleable — return to stock
RET004418,ORD0048824,C00261,P0020,2024-11-13,45,10,Not as described,Online Portal,1379.7,Resaleable — return to stock
RET004419,ORD0048838,C00294,P0034,2024-10-29,30,26,Not as described,Online Portal,7328.18,Resaleable — return to stock
RET004420,ORD0048847,C00503,P0043,2024-10-29,30,28,Not as described,In-Store,7899.64,Resaleable — return to stock
RET004421,ORD0048850,C00159,P0046,2024-11-13,45,17,Product defective,Online Portal,5028.94,Resaleable — return to stock
RET004422,ORD0048851,C00602,P0047,2024-10-13,14,57,Wrong size / fit,In-Store,20736.6,Resaleable — return to stock
RET004423,ORD0048859,C00992,P0055,2024-10-13,14,55,Gift return,Online Portal,11426.8,Resaleable — return to stock
RET004424,ORD0048862,C00395,P0058,2024-10-13,14,16,Changed mind,Carrier Pickup,330.18,Return to vendor
RET004425,ORD0048868,C00845,P0064,2024-11-13,45,21,Changed mind,In-Store,5010.39,Resaleable — return to stock
RET004426,ORD0048897,C00304,P0093,2024-10-13,14,58,Not as described,In-Store,1392.0,Resaleable — return to stock
RET004427,ORD0048925,C01780,P0121,2024-10-13,14,4,Wrong size / fit,Online Portal,160.36,Refurbish / re-grade
RET004428,ORD0048930,C01631,P0126,2024-11-13,45,1,Wrong size / fit,Online Portal,287.3,Resaleable — return to stock
RET004429,ORD0048931,C00094,P0127,2024-10-20,21,9,Changed mind,Online Portal,1571.4,Return to vendor
RET004430,ORD0048944,C00812,P0005,2024-10-14,14,5,Gift return,Online Portal,1248.5,Resaleable — return to stock
RET004431,ORD0048950,C00627,P0011,2024-11-14,45,35,Changed mind,In-Store,26574.8,Resaleable — return to stock
RET004432,ORD0048977,C00200,P0039,2024-11-29,60,3,Wrong size / fit,Carrier Pickup,44.52,Resaleable — return to stock
RET004433,ORD0048988,C00561,P0050,2024-10-07,7,66,Better price found,Online Portal,4005.54,Resaleable — return to stock
RET004434,ORD0048997,C00960,P0059,2024-10-07,7,97,Damaged in transit,In-Store,23247.99,Resaleable — return to stock
RET004435,ORD0049006,C00137,P0068,2024-10-21,21,58,Gift return,Online Portal,11709.62,Resaleable — return to stock
RET004436,ORD0049018,C01678,P0080,2024-10-14,14,9,Duplicate order,In-Store,1769.31,Refurbish / re-grade
RET004437,ORD0049019,C00481,P0081,2024-10-21,21,68,Wrong size / fit,Online Portal,5427.53,Resaleable — return to stock
RET004438,ORD0049024,C00933,P0086,2024-10-14,14,19,Wrong size / fit,Online Portal,3476.43,Dispose / write-off
RET004439,ORD0049031,C00737,P0093,2024-10-14,14,33,Damaged in transit,Online Portal,792.0,Resaleable — return to stock
RET004440,ORD0049035,C01363,P0097,2024-10-14,14,36,Product defective,Online Portal,1710.0,Resaleable — return to stock
RET004441,ORD0049047,C01109,P0109,2024-10-14,14,17,Damaged in transit,In-Store,1170.79,Resaleable — return to stock
RET004442,ORD0049053,C00089,P0115,2024-10-30,30,42,Not as described,In-Store,4150.02,Return to vendor
